GeneID	Dermanura_bogotensis1	Artibeus_jamaicensis1	Artibeus_jamaicensis2	Artibeus_jamaicensis3	Artibeus_jamaicensis4	Eonycteris_spelaea1	Eonycteris_spelaea2	Hipposideros_armiger1	Hipposideros_armiger2	Desmodus_rotundus1	Phyllostomus_discolor1	Phyllostomus_discolor2	Molossus_molossus1	Tonatia_saurophila1	Rhinolophus_ferrumequinum1	Rhinolophus_ferrumequinum2	Rousettus_aegyptiacus1	Rousettus_aegyptiacus2	Lonchorhina_aurita1	Phyllostomus_hastatus1	Vespertilio_sinensis1	Vespertilio_sinensis2	Vespertilio_sinensis3	Vespertilio_sinensis4	Vespertilio_sinensis5	Vespertilio_sinensis6	Vespertilio_sinensis7	Vespertilio_sinensis8	Vespertilio_sinensis9	Vespertilio_sinensis10	Vespertilio_sinensis11	Vespertilio_sinensis12	Pteropus_alecto1	Pteropus_alecto2	Pteropus_alecto3	Pteropus_alecto4	Lionycteris_spurrelli1	Sturnira_ludovici1	Rhinophylla_fischerae1	Carollia_perspicillata1
E2F6	6.057538	11.787511	12.197369	8.017852	13.333838	1.114297	2.427673	7.797486	8.507608	3.381207	12.118352	13.832664	18.513609	15.383337	7.86406	4.753225	3.384569	2.902426	3.111964	40.560039	6.357112	8.109644	6.777939	5.838481	3.570668	4.669962	1.324488	4.462705	5.835901	5.779589	4.002419	2.852415	1.664721	2.20158	3.873157	2.476074	10.305653	7.652812	2.478284	7.2205
PLSCR1	12.71362	31.117406	24.429139	30.283248	31.454281	1.967415	4.745902	22.574135	33.0668	11.607649	0	0	30.813939	19.346282	0	0	0.936048	1.757059	16.778722	6.751095	22.105924	27.691887	25.026712	26.89103	16.020822	23.36566	3.534337	23.64521	21.501823	28.723467	22.943724	10.358251	1.873935	4.3024	14.047007	5.166496	0	0	0	0
SPINT2	18.35525	359.487259	407.202481	455.009642	446.479004	3.162435	1.026448	23.654229	194.763913	62.069362	0	0	1.444645	44.491844	10.550535	15.350544	0.417769	0.335871	59.701797	35.109754	16.062526	22.625309	24.689693	11.798821	20.075501	23.710899	13.629724	27.491288	23.659438	20.120583	20.042173	32.712226	1.201047	3.269578	5.978799	1.680137	21.469393	21.654296	20.575157	0
CCDC187	0.23852	1.637866	0.163367	1.267513	1.109976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017971	0.026216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040382	0.008604	0.272493
SCART1	0	0.193486	0.247116	0.208151	0.083952	0.022716	0.031443	0	0	0	0.080326	0.227372	0	0.724469	0.419547	0.261531	0.084504	0.130913	0	0.519926	0	0.037548	0	0	0.026999	0	0	0.067562	0.03557	0.031167	0.027559	0	0	0	0	0	0.759974	0	2.159786	0
DAZL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049658	0.34325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057264	0	0	0	0	0
TMEM132B	0.019674	0	0.039055	0.03137	0	0	0	0	0	0	0	0.04328	0	0	0	0	0	0	0	0	0	0.110078	0.085481	0.029675	0.025743	0	0.064363	0.096655	0	0	0	0	0	0	0	0	0.062106	0.01802	0.038395	0
SDHD	150.845474	309.827309	320.273798	167.098725	285.02416	124.470553	183.83954	138.429665	510.147585	184.952068	242.300669	238.077749	221.461863	216.19676	231.137757	296.209762	109.525646	148.035426	398.970968	150.361165	14.379316	22.102176	17.796962	13.995028	17.709282	29.544885	45.597857	18.847558	15.652658	18.121327	17.613751	21.087554	82.760602	102.028116	115.17837	130.115891	156.468389	116.56647	146.172053	212.51127
MACROD2	0.084639	0.216161	0.193229	0.132824	0.09378	0	0	0	0	0.47095	2.909808	4.394393	0	0.017624	0.030816	0	0	0	0.057302	0.039837	0.16675	0.053065	0.02747	0.028614	0	0	0	0	0	0.22918	0	0	0	0	0	0.09847	0.067763	0.176972	0	0
ZNF135	0	10.771043	9.248712	10.033462	9.697182	0	0	0	0	0.111765	0	0.024003	0	0.760602	0	0	0	0	1.726549	0.6818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.640167	1.803787	1.352265	1.888295
ZNF584	2.974965	7.494517	9.834137	6.206915	5.307532	0	0	0	0	0.34592	0	0	1.417267	0.400108	0	0	0.093295	0	7.425663	0.672917	0	0	0	0	0	0	0	0	0	0	0	0	4.897253	14.658459	7.364752	12.737563	2.97719	2.732535	2.900467	2.218005
GAS8	0.252483	9.999759	7.389196	3.845048	6.521931	1.061135	1.646077	0.115206	1.078614	0	2.588203	3.732737	1.859202	5.013915	0	0	0.488328	0.709965	2.420373	2.290751	4.337337	2.215151	1.839887	1.377939	4.242331	4.409762	2.90292	4.687665	3.182002	3.211819	3.45747	3.281645	1.956184	6.139875	2.924998	2.01544	1.595292	2.248859	0.902136	2.402188
NSD2	2.551745	12.495671	10.893333	9.19161	8.94729	0	1.411593	0	0	2.004181	3.731344	4.024226	0.883717	2.198201	0.92686	0.786689	0.932402	0	0.842185	0	1.351593	1.484063	1.859555	1.349901	0.82249	0.598063	0.162276	2.387282	0.925358	1.071785	1.862278	0.971282	1.871847	3.982515	2.582292	3.84595	0	0	0	0
EIF5A	255.120392	433.887252	449.821398	464.581484	486.956657	168.947578	195.107697	130.791242	132.12164	0	0.238493	0.259693	0.461029	0	263.571053	152.675532	85.454639	51.676146	0.157731	239.983633	207.353457	195.744893	202.616183	214.502785	204.749164	218.138862	11.134104	207.591106	240.016117	216.572641	216.497816	174.736783	129.251497	177.798123	156.372859	151.686802	407.35059	340.933881	266.142611	761.453645
DCDC1	0	2.528565	0.754673	0.606066	0.829462	0	0	0	0.852876	0	0	1e-06	0	1e-06	0.047353	0.046739	0	0	0	0	0	0.015248	0	0	0	0.033478	0	0	0	0	0.029115	0.012147	0	0.01417	0	0	0	0	0	0
IFNW1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.225818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD209	0	0	0	0	0	1.771971	0	2.544181	7.361591	1.506443	10.366138	11.873784	0	13.592577	0	0	0	0	20.267405	15.689816	0	0	0	0	0	0	0	0	0	0	0	0	3.095069	3.514952	0.222287	1.492123	58.107006	0	0	5.098919
TEX13C_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX13C_2	0	0	0	0	0	0	0	0	0	0.231104	0	0	0	0	0.379078	0.230388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR9G1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESX1	0	0	0	0	0	0.097441	0	0	0	0	0	0	0	0	0	0	0.047394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP90	0	0	0	0	0	0.462905	0.025298	0	0	0.961133	0	0	0.117578	1.631668	0	0	0.563993	0.836604	0	0.041852	0.237473	0	0	0	0	0.446398	0	0	0	0.370579	0.522028	0	0	0.78986	1.612045	0	0	1.036572	1.215015	0
NUTM2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017149	0	0.027672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040586	0	0	0
H2BW1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BW1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416276	0	0.210081	0	0	0	0
MAGEB3_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB3_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB3_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB3_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB10_3	0	0	0	0	0	0.302382	0.43856	0	0	0	0	0	0	0	0	0	0.170878	0.436406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB12_1	0	0	0	0	0	0.061987	0.194276	0	0	0	0	0	0	0	0	0	0.181128	0.167069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB5_5	0	0	0	0	0	0.113556	0.066106	0	0	0	0	0	0	0	0	0	0.067651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB8_3	0	0	0	0	0	0.159802	0.547718	0	0	0	0	0	0	0	0	0	0.116493	0.067093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB3_3	0	0	0	0	0	0	0.022515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB16_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320892	0.243077	0.535764	0.210827
PCDHB4_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036596	0.027302	0.02867	0
PCDHB5_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026182	0.019986	0.025662	0
PCDHB10_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498553	0.168581	0.215339	0
METTL9	5.686801	42.132673	44.530315	21.35487	45.198739	32.967153	15.160626	25.949839	63.643744	3.807517	12.756842	14.426092	33.13072	14.693598	20.396461	10.066707	19.000687	9.228644	9.328318	10.860188	16.235132	17.046456	11.449867	13.822008	4.18794	23.348828	0	16.799455	15.80439	18.776934	9.075452	4.301365	30.895122	41.577361	53.610579	44.751239	3.795723	5.178176	6.9585	2.374709
TARS2	2.203891	4.043386	0	0	5.706137	0	0	3.338545	0	6.094607	47.307025	49.860637	10.055244	1.374751	0.566258	0	0	0	0	10.152857	8.440558	8.068433	7.291703	6.341686	3.786672	8.526824	0.751747	5.447261	9.611368	8.681216	7.330888	6.035349	8.496303	32.379365	16.813684	24.053815	0	0	0	0
LAMP1	484.8519	1241.792846	1231.864496	978.150556	1248.894891	0	0	132.179614	258.145644	443.73807	295.529429	296.617574	0	700.052871	295.679428	300.975277	0	0	974.081639	576.410233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542.69551	568.997468	556.042462	581.422733
PPP4R3B	15.473892	55.466227	37.737365	20.674117	23.790428	10.747648	10.363349	13.57279	27.884281	3.220727	14.075706	13.106358	20.374226	18.976879	27.991614	19.857657	25.090416	30.655289	6.642353	0.109306	10.066395	8.213305	8.909572	9.23442	0.811338	11.339779	0	7.070246	8.087691	7.02459	5.807483	0	11.289247	20.034516	32.912058	26.165654	9.380131	11.733641	5.10966	7.769177
CFAP36	1.257445	27.791351	25.493731	24.330552	31.580289	0	0	4.890695	35.828254	9.680419	20.294342	17.883291	0	6.708054	0	0	0	0	2.76402	6.636999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.429676	0	3.295088	4.352354
TRIM60	0	0	0	0	0	1.46651	0.130547	19.287661	15.994768	0	0	0	22.045636	0	4.653662	3.273623	10.163239	9.356182	0	0	17.282238	11.837182	7.771504	9.035173	17.739675	14.059382	5.942848	8.002402	12.217814	12.947196	13.101754	12.916602	0.916728	1.055418	0.574302	1.171138	0	0	0	0
CTSS	35.850973	43.269552	63.192188	524.80067	146.55078	0	0	0	0	201.139381	0	0	1.109806	89.564897	0	0	0	0	1.975821	181.126684	0	0	0	0	0	0	111.867638	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX2	0	0	0	0.1107	0	0.057786	0	0	0.103012	0	0	0	0	0	0.0506	0	0	0	0	0	0	0	0	0	0	0	0.062345	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF1D	0	0	0	0	0	0	0	0	0	0	0	0	5.259968	9.134804	0	0	0	0	0.697451	1.553882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.803901	54.438924	4.134923	12.74903
MAX	2.211437	25.837847	17.92709	10.059913	18.94509	0	0	0	0.770412	4.556055	0.848202	0	0.504254	0.820817	3.830641	0	0	0	0	0.180931	0.929997	0.594194	0.503394	1.075932	0.142966	1.129137	0.575281	1.823209	0.159806	1.768999	0	0.660666	1.102008	7.428689	5.733197	3.928051	0.832737	1.170616	0.786351	2.077379
EIF2S1	24.787417	48.22412	43.139565	32.696101	37.219745	41.253163	44.888769	43.937418	62.913183	17.427394	10.492629	10.640658	18.334755	14.067764	28.924702	23.631289	27.554344	27.359538	14.398461	24.139919	11.870552	9.118478	9.913711	10.133781	8.91686	12.357489	4.733151	9.294142	9.406659	11.106029	10.104368	6.629023	6.821136	14.35856	17.096564	10.980103	29.778222	18.537847	31.450146	53.594868
TOMM40	32.994753	59.885534	60.356587	59.081643	54.750073	16.346393	23.096161	35.650051	19.785523	32.501835	65.945743	55.626064	40.925839	62.959046	1.408914	0.418881	12.159593	7.925566	31.708987	39.108622	60.935741	39.283312	39.914251	34.369608	57.378458	64.022776	26.916225	50.338902	60.006051	50.217006	55.538279	56.435151	22.365957	20.925432	22.080513	20.935411	79.85034	35.045295	39.44648	82.866747
TMEM242	15.429732	33.127575	32.210667	23.673139	24.582057	8.769308	12.913606	13.919288	18.247146	17.04301	0	0	11.660221	6.33229	0	0	11.410004	9.110464	4.259044	28.967279	8.265102	15.084273	9.864581	17.490005	10.282747	13.633745	4.715564	10.119418	11.323781	10.359732	11.097639	8.596201	4.939529	10.56456	8.176983	11.019756	18.290111	28.904817	11.278408	15.852919
PDCD2	13.711877	15.620241	20.366227	19.617741	21.980743	9.879968	25.087031	73.56882	25.979548	11.564739	0	0	20.077206	43.155079	7.735015	5.292384	14.392228	34.833214	16.552092	32.106715	46.033706	55.033097	34.704085	43.013836	31.375848	42.772874	18.071573	37.508541	44.054918	34.748767	37.287148	35.758308	12.562941	21.871288	24.284779	22.865915	20.687523	27.280891	14.534504	12.001145
SCOC	18.855665	28.513235	17.279079	14.576415	19.790733	4.262403	15.296168	7.723182	49.206252	5.519032	3.094882	3.360497	7.236997	6.076882	12.876206	12.92533	14.000455	5.01705	4.174162	5.332602	12.745292	12.427429	17.486741	14.849688	7.963957	15.421596	0	9.394284	13.25748	14.943693	9.919569	2.067225	0	2.566898	0	6.67604	4.241592	10.978267	10.025488	5.868521
GTF2H5	88.394614	69.547202	58.239127	48.646548	52.063186	1.532306	30.708117	0	0	7.698377	25.089678	30.71526	12.405379	48.600086	18.895469	20.430353	11.421166	16.110773	32.771793	66.348578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.580257	108.368617	46.626786	36.60817
PNO1	0	0	0	0	0	21.956572	38.589602	19.040614	17.092734	0	0	0	17.365472	0	16.435005	13.801154	11.493451	12.688727	0	0	26.086971	21.737499	23.466273	24.394335	14.731642	30.278035	0.802748	25.176064	28.285743	24.537568	19.434702	9.432699	6.314564	15.805879	30.055293	17.347013	0	0	0	0
PPP3R1	21.804898	59.156628	41.659153	39.194352	43.496044	19.552855	14.451784	24.40944	37.466677	13.898319	57.311335	55.293424	10.041864	22.44139	19.516024	16.275258	12.493311	15.198764	32.503123	17.224762	17.059224	13.926736	21.571862	16.521625	12.61993	20.449862	4.752877	16.775369	20.092795	18.969878	21.189207	10.57848	14.735474	29.765642	23.612739	24.173786	17.543143	25.952544	30.321131	42.16389
SPRED2	4.998638	0	0	0	0	1.85221	2.023156	3.330494	2.13139	1.943986	0.220701	0.306693	0.737183	1.007053	2.477576	3.562534	1.642519	0	1.588417	2.036717	0	0	0	0	0	0	0	0	0	0	0	0	1.599447	6.664945	2.50001	2.81419	0.749779	0.259927	0.282683	0
C1D	13.322081	39.582773	32.874111	23.300979	40.401385	1.499006	10.990034	0	0	6.243837	18.366064	16.225642	10.835425	17.846314	0	0	6.387485	10.196798	10.411148	12.314455	0	0	0	1.151218	0	0	0	0	0	0	0	0	2.408833	3.223207	6.317955	3.523465	12.542038	6.711057	17.803079	11.182147
FBXO48	0.289581	4.786902	3.807121	2.607342	4.257789	0	0	4.545739	13.263678	0.674645	0.176441	0.399299	0	0.355326	0.848882	0.782436	0.327643	0.561782	1.828866	0.321368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221714	0.521439	1.09735	0
B4GALT7	0	0	0	0	0	0	0	0.958077	0	0	0	0	0	0	24.661564	19.15618	0	0	0	0	0	0	0.311899	0.090302	0.094214	0.043561	0.028215	0.101268	0.048158	0.042112	0.082555	0.06832	7.1647	11.336166	9.170863	11.324781	0	0	0	0
FGFR4	0	0	1.656435	0	0	8.797618	8.820253	1.718642	0.20893	10.015292	0	0	31.567485	55.76668	11.326881	4.836479	15.413949	7.481249	68.299851	2.062008	6.19634	19.658138	25.622742	4.097487	7.029712	6.017092	4.453095	5.451614	10.811233	5.523133	0.572965	3.71221	0	1.494933	0	2.298678	44.863173	37.60801	38.729731	0.98801
RGS14	2.461123	12.211965	15.171786	15.332679	15.545234	0	2.759828	0	0	1.187886	9.419969	5.772359	0	1.821133	5.617247	1.949247	2.344104	3.233333	6.091865	5.449816	0	0	0	0	0	0	0	0	0	0	0	0	0.860975	1.446212	5.157475	1.426147	0.881736	1.010268	0	0.708741
HIBADH	55.849595	133.12568	88.336086	47.894631	76.80523	75.203709	41.730909	44.116387	268.319319	34.985391	35.123356	35.723018	76.376846	64.479071	45.454811	57.438174	44.860422	67.872814	21.65989	74.632637	102.614261	113.669382	132.073677	81.919564	100.529314	159.174934	14.737261	74.50523	119.189063	146.197887	130.513529	107.973058	50.935047	59.752453	36.315288	67.346498	19.103029	81.002844	12.203195	6.418126
HNRNPA2B1	0	0	0	0	0	4.634557	13.034479	3.798721	22.415461	152.717866	0	0	0	0	0	0	26.011259	21.766572	1.093419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043436	0	0	0	0	0	0
NT5C3A	3.445296	11.165219	13.76252	12.323235	15.730538	0	0	0	0	5.57946	3.235575	2.761728	1.624084	7.952695	5.957123	1.885799	0	0	1.01246	1.540206	0	0	0	0	0	0	0	0	0	0	0.433434	0	0	0	0	0	5.338605	1.318397	1.187062	2.109444
S100A12	0	0	0	0	0	6.176319	4.386876	84.367052	82.254314	0	71.280019	57.48783	2.049734	0	194.399188	15.731477	0.504388	0	0	0	189.65509	186.285865	39.863127	99.814978	206.71525	60.81799	1235.225073	1496.612094	268.247084	208.703482	122.62506	468.495311	1.346445	3.765711	175.695249	2.786393	0	0	0	0
ARL14EP	7.057634	38.074955	21.625057	9.635799	12.968084	0	0	0	0	11.913515	9.780335	8.643501	13.096364	1.401114	0	0	0	0	4.422559	8.771405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114067	0	6.831638
MPPED2	0.216538	12.356699	13.668044	6.456867	10.823229	0	0	0	0	0	0	0.065225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065314	0	0
KCNA4	0	0	0.823425	0.39825	0.772786	0	9e-06	0.010476	0.167906	0	0	0	0	0	0.060441	0.104412	4e-06	1e-05	0.024623	0	0	0	0.021273	0.022185	0	0	0.048228	0	0	0	0	0	0	0.121287	0.056307	0.024521	0	0	0	0
IL2RG	0	4.613857	7.417436	4.703637	3.355291	0.09306	0.107037	1.392056	1.806492	0	7.69113	8.688808	0	0.952639	12.70451	1.395315	0.963507	0.220718	0.995944	1.415989	0	0	0	0	0	0	0	0	0	0	0	0	4.96305	6.653828	3.937567	3.224646	0	0	0	0
OR4E1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAPT1	67.036963	29.058955	20.496183	25.301185	29.443021	15.626385	20.126092	2.214193	1.034389	23.902114	17.308191	16.909562	22.514497	13.744916	23.811716	19.237388	18.959564	55.669688	16.030411	10.169751	0	0	0	0	0	0	0	0	0	0	0	0	33.062859	45.311284	27.310673	50.737257	24.535466	77.618044	18.634955	18.453448
GRPEL1	0	0	0	0	0	155.143807	165.813609	65.526846	104.910207	0	0	0	103.100242	0	112.39006	126.263045	87.842388	89.700554	0	0	0	0	2.739485	0	0	0	0	0	0.622436	3.47745	2.675072	0	46.612817	104.074417	86.971137	92.308102	0	0	0	0
ACOX3	29.709796	40.473289	45.416392	23.871292	34.183415	0	2.877151	0	0	6.207834	27.577413	25.754036	0	11.394065	0	0	24.900288	32.028954	14.57682	37.187559	39.529105	46.905422	0	16.418829	54.756341	44.756806	25.142457	56.066898	75.306742	62.997226	12.151071	147.627304	19.305268	27.159061	50.656857	30.91131	11.050203	95.126807	3.416272	11.11968
CD38	5.729766	10.623388	11.554475	4.539198	13.303277	0	0	9.907156	3.265255	2.766454	0	0	3.803654	1.547068	1.527938	1.375457	0	0	0.453149	3.823582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.579605	5.965696	4.623689	0.495048
PCGF3	0	0	0	6.798177	4.80985	0	1.93549	0	0	10.670663	10.904231	12.317791	1.181949	12.014103	5.428986	0	0	0.645053	11.006764	6.740547	2.046338	1.667166	2.130492	2.837525	1.096486	1.857436	2.133718	2.104884	1.412821	1.884357	1.98988	1.307919	1.715651	2.65333	1.869229	2.38761	0	0	0	0
ATP5ME	1223.507259	597.060602	935.413109	489.283553	633.606072	512.193999	791.295514	437.028838	573.281774	1096.191734	3.3394	7.629354	1005.197435	2099.184444	2438.568387	2377.967432	678.513929	808.500861	1290.737066	1118.648052	1639.327292	2365.267779	1895.498902	1687.086193	2531.915746	2983.859712	13338.093498	2202.900561	1972.53991	1755.081474	2286.180589	2875.70764	0	0	0	0	1792.468021	1104.292841	1284.885634	1110.477794
BST1	0	0	0	0	0	1.643743	0.121978	1.053297	11.793016	0	0	0	0.500642	0	1.43924	1.307956	1.065537	5.506434	0	0	0.190713	0	0.094286	0	0	0.197823	0.549791	1.25777	0.556288	0.294798	0.259617	0.506569	6.122372	6.383021	8.862967	5.562798	0	0	0	0
MRFAP1	59.243309	299.17158	272.90192	180.60267	166.583282	0	0	0	0	85.359009	31.253891	25.846414	179.810662	121.219255	0	0	0	0	54.593222	200.506202	78.868003	98.005454	98.727689	96.079778	94.107394	87.242408	56.171124	90.297477	115.00755	122.330652	104.686833	126.750534	0	0	0	0	71.167357	211.156067	106.467381	167.781741
HTT	0	0	0	0	0	0	0	2e-06	2.480357	0	8.362333	8.432574	3.710129	1.825186	5.473974	3.427432	0	0	1.581318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.708471	4.513438	2.149251	3.364322
FUS	48.369599	165.66758	160.040866	237.374863	214.277889	14.824302	9.868953	39.155731	35.016207	12.956668	123.95964	135.991717	62.728895	65.886026	36.408689	17.520318	17.898688	6.048252	12.392582	65.801073	0	1.775373	4.023644	0	0	1.709465	0	0.932561	4.916388	1.408028	1.509755	2.231702	17.205798	27.870863	22.5981	11.747684	0	0	0	0
SLC39A9	13.202946	56.8908	48.590876	35.919213	40.393655	21.912753	30.143979	19.159542	31.789643	13.657186	11.374944	11.266298	28.837869	16.785415	19.097243	19.735823	23.944039	32.298547	8.37526	15.310231	10.990166	9.942861	14.902736	14.894743	4.648816	9.725713	0	9.560354	11.051875	13.135126	7.071055	0.963068	13.246557	24.291126	21.197425	22.775668	14.104011	13.29207	10.401195	10.743996
ITSN1	11.503212	27.912014	16.907104	17.245408	10.173188	0	0	3.048836	3.681019	0	0	0	0.024655	0	1e-06	1e-06	0	0	0	0.284644	0	0	0	0	0	0	0	0	0	0	0	0	0.364027	0.916192	0.994091	1.186044	0	0	0	0
PAXBP1	15.932178	33.630715	24.518133	21.165789	26.210226	2.610064	8.978327	7.996963	12.9777	9.663068	8.417092	9.067692	5.000702	12.83959	7.107041	5.86998	11.625389	14.428231	11.715622	8.061172	6.857002	5.875898	6.503985	6.969464	5.579327	6.157294	1.722724	6.651449	6.971529	5.559214	5.711356	3.63161	3.024148	4.22562	6.710205	5.35553	26.064181	13.782259	14.564901	5.516212
MRPS6	31.816134	129.63493	222.337741	128.27431	172.684913	3.492296	14.511574	1.116681	1.019148	33.662793	0	0	86.58607	15.152894	0	0	6.606972	6.78443	13.23148	108.533279	9.275671	10.38668	6.541987	5.948317	6.143883	10.413285	1.475275	6.264725	10.560645	7.044412	7.305575	12.121913	0.704072	4.566289	3.174962	5.53429	2.024379	21.909246	0.313534	5.838684
CBR1	32.692282	938.716787	885.368489	716.685745	2097.526078	0	0	0	0	18.694625	392.557263	398.694043	11.941725	215.637791	0	0	0	0	82.531544	172.70676	7.560576	4.97868	3.311809	5.494903	6.525112	7.661504	6.16813	5.447763	4.878552	5.599377	7.694135	8.284791	0	0	0	0	16.782539	90.239162	57.444505	57.180473
SRSF5	7.934039	19.260635	13.936345	31.685851	19.005299	0.326335	5.460997	11.24788	4.099345	2.832533	33.188869	29.062353	33.375178	37.294289	18.324834	28.477923	12.86993	10.94585	44.844653	26.568213	0	0	0	0	0	0	0	0	0	0	0	0.343564	0	3.294486	5.950661	2.985443	10.852701	2.975607	28.398752	0
KCNE2	0	0.211047	0.24201	0	0.137046	0	0	0	0	0	0	0	10.465087	0	0	0	0	0	0	0	0	0	0	0	2.189097	0	0	0	0	0.879605	0	1.27221	0	0	0	0	0.192167	0	0	6.109919
ATP6V1B1	0.033538	693.456671	810.625547	696.42819	798.468649	0	0	0.041677	32.19674	0	0	0	0	0	0.050978	0.075509	0	0	0	0	0	0	0	0.123459	0	0	0	0	0	0	0	0	0	0	0	0	0.242665	0	0.765391	0
TEX261	36.15887	72.718713	57.842383	45.208618	51.453786	23.564616	24.776595	46.013559	51.761179	36.212607	32.901565	31.270027	49.383493	39.3099	71.955257	55.269076	15.508876	14.125704	28.450909	53.315251	34.461985	42.510801	24.106353	33.654534	38.4293	42.039065	36.048423	35.823668	45.195029	32.564835	34.625027	44.011709	34.981375	40.098891	31.241665	40.908053	38.223324	61.62944	25.577567	41.565039
PTPN2	1.554143	8.417617	4.536334	2.622867	1.943338	1.121197	2.824288	0	5.865265	0	30.429494	29.47891	0	6.993971	3.766081	2.468564	4.255729	6.067578	7.937619	0.790587	1.572134	2.324508	0.945522	1.178243	0.399642	1.695223	0.539473	0.775372	0.686856	1.000626	0.759698	0.345782	0.786137	0.83105	1.608503	1.992975	8.784534	1.585678	2.374102	6.331049
SYNJ2BP	14.452716	43.184304	32.836827	14.87489	29.574385	6.451988	14.815149	14.672011	33.571051	24.981945	5.590726	4.453314	25.233957	16.04843	30.372027	30.446243	22.717767	23.293758	13.727427	16.692291	6.857539	6.11042	8.283957	7.297401	3.242291	7.567919	1.183983	6.019118	5.857486	7.420302	4.352599	1.632942	3.822247	7.651938	8.591067	8.257142	2.270572	9.192306	7.466842	3.855626
